filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
246.png,798,"{""note"":""2"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
247.png,841,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
248.png,805,"{""note"":""5"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
249.png,791,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
250.png,164,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
251.png,835,"{""note"":""3"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
252.png,476,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
253.png,530,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
254.png,837,"{""note"":""3"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
255.png,708,"{""note"":""2"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
256.png,746,"{""note"":""5"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
257.png,722,"{""note"":""2"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
258.png,799,"{""note"":""2"",""pitch"":""high"",""duration"":""4""}",0,0,{},{}
259.png,164,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
260.png,496,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
261.png,486,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
262.png,486,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
263.png,489,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
264.png,521,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
265.png,439,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
266.png,597,"{""note"":""7"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
267.png,642,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
268.png,761,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
269.png,983,"{""note"":""5"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
270.png,214,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
271.png,835,"{""note"":""3"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
272.png,493,"{""note"":""1"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
273.png,443,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
274.png,840,"{""note"":""3"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
275.png,720,"{""note"":""2"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
276.png,423,"{""note"":""5"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
277.png,730,"{""note"":""2"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
278.png,472,"{""note"":""2"",""pitch"":""high"",""duration"":""4""}",0,0,{},{}
279.png,236,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
280.png,501,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
281.png,472,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
282.png,486,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
283.png,478,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
284.png,463,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
285.png,724,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
286.png,468,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
287.png,470,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
288.png,486,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
289.png,274,"{""note"":""1"",""pitch"":""high"",""duration"":""4""}",0,0,{},{}
290.png,201,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
291.png,742,"{""note"":""0"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
292.png,465,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
293.png,784,"{""note"":""6"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
294.png,463,"{""note"":""1"",""pitch"":""high"",""duration"":""16""}",0,0,{},{}
295.png,474,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
296.png,416,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
297.png,710,"{""note"":""0"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
298.png,355,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
299.png,754,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
300.png,631,"{""note"":""7"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
301.png,346,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
302.png,433,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
303.png,218,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
304.png,726,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
305.png,885,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
306.png,829,"{""note"":""6"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
307.png,897,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
308.png,863,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
309.png,839,"{""note"":""6"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
310.png,882,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
311.png,923,"{""note"":""2"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
312.png,756,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
313.png,735,"{""note"":""2"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
314.png,170,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
315.png,411,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
316.png,816,"{""note"":""6"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
317.png,841,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
318.png,861,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
319.png,849,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
320.png,735,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
321.png,759,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
322.png,805,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
323.png,147,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
324.png,752,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
325.png,847,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
326.png,842,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
327.png,774,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
328.png,856,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
329.png,858,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
330.png,770,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
331.png,707,"{""note"":""2"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
332.png,751,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
333.png,760,"{""note"":""2"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
334.png,182,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
335.png,401,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
336.png,809,"{""note"":""6"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
337.png,761,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
338.png,869,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
339.png,848,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
340.png,716,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
341.png,774,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
342.png,781,"{""note"":""6"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
343.png,147,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
344.png,705,"{""note"":""0"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
345.png,775,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
346.png,654,"{""note"":""7"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
347.png,804,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
348.png,392,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
349.png,699,"{""note"":""0"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
350.png,779,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
351.png,678,"{""note"":""7"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
352.png,831,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
353.png,418,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
354.png,815,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
355.png,438,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
356.png,164,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
357.png,798,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
358.png,849,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
359.png,413,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
360.png,784,"{""note"":""3"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
361.png,682,"{""note"":""2"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
362.png,433,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
363.png,440,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
364.png,154,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
365.png,413,"{""note"":""1"",""pitch"":""high"",""duration"":""4""}",0,0,{},{}
366.png,211,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
367.png,198,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
368.png,862,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
369.png,417,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
370.png,198,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
371.png,424,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
372.png,435,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
373.png,439,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
374.png,443,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
375.png,887,"{""note"":""6"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
376.png,871,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
377.png,445,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
378.png,230,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
379.png,830,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
380.png,361,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
381.png,700,"{""note"":""7"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
382.png,608,"{""note"":""7"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
383.png,715,"{""note"":""5"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
384.png,252,"{""note"":""1"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
385.png,192,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
386.png,194,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
387.png,667,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
388.png,745,"{""note"":""4"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
389.png,702,"{""note"":""4"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
390.png,852,"{""note"":""3"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
391.png,807,"{""note"":""3"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
392.png,739,"{""note"":""2"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
393.png,745,"{""note"":""2"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
394.png,730,"{""note"":""2"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
395.png,816,"{""note"":""5"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
396.png,194,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
397.png,778,"{""note"":""2"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
398.png,803,"{""note"":""3"",""pitch"":""low"",""duration"":""8""}",0,0,{},{}
399.png,394,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
400.png,737,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
401.png,768,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
402.png,763,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
403.png,802,"{""note"":""5"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
404.png,192,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
405.png,765,"{""note"":""0"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
406.png,429,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
407.png,404,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
408.png,399,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
409.png,411,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
410.png,404,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
411.png,795,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
412.png,780,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
413.png,808,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
414.png,726,"{""note"":""4"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
415.png,776,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
416.png,144,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
417.png,734,"{""note"":""0"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
418.png,852,"{""note"":""6"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
419.png,825,"{""note"":""6"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
420.png,814,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
421.png,850,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
422.png,799,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
423.png,748,"{""note"":""5"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
424.png,883,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
425.png,788,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
426.png,863,"{""note"":""6"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
427.png,712,"{""note"":""5"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
428.png,142,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
429.png,734,"{""note"":""0"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
430.png,802,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
431.png,837,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
432.png,802,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
433.png,763,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
434.png,808,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
435.png,777,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
436.png,805,"{""note"":""6"",""pitch"":""low"",""duration"":""16""}",0,0,{},{}
437.png,835,"{""note"":""6"",""pitch"":""low"",""duration"":""4""}",0,0,{},{}
438.png,361,"{""note"":""2"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
439.png,190,"{""note"":""1"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
440.png,930,"{""note"":""2"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
441.png,234,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
442.png,158,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
443.png,917,"{""note"":""6"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
444.png,398,"{""note"":""1"",""pitch"":""high"",""duration"":""4""}",0,0,{},{}
445.png,924,"{""note"":""5"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
446.png,158,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
447.png,332,"{""note"":""4"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
448.png,551,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
449.png,814,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
450.png,385,"{""note"":""2"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
451.png,624,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
452.png,393,"{""note"":""1"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
453.png,794,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
454.png,697,"{""note"":""2"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
455.png,168,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
456.png,314,"{""note"":""1"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
457.png,235,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
458.png,235,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
459.png,168,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
460.png,192,"{""note"":""1"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
461.png,587,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
462.png,775,"{""note"":""3"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
463.png,959,"{""note"":""5"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
464.png,235,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
465.png,168,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
466.png,400,"{""note"":""1"",""pitch"":""high"",""duration"":""4""}",0,0,{},{}
467.png,428,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
468.png,559,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
469.png,758,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
470.png,421,"{""note"":""6"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
471.png,491,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
472.png,754,"{""note"":""5"",""pitch"":""normal"",""duration"":""16""}",0,0,{},{}
473.png,158,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
474.png,618,"{""note"":""4"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
475.png,799,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
476.png,634,"{""note"":""2"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
477.png,534,"{""note"":""dot"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
478.png,841,"{""note"":""3"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
479.png,167,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
480.png,425,"{""note"":""1"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
481.png,247,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
482.png,247,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
483.png,167,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
484.png,463,"{""note"":""1"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
485.png,558,"{""note"":""7"",""pitch"":""normal"",""duration"":""8""}",0,0,{},{}
486.png,1106,"{""note"":""6"",""pitch"":""normal"",""duration"":""4""}",0,0,{},{}
487.png,247,"{""note"":""line"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
488.png,167,"{""note"":""|"",""pitch"":""normal"",""duration"":""0""}",0,0,{},{}
489.png,701,"{""note"":""2"",""pitch"":""high"",""duration"":""8""}",0,0,{},{}
